,Company Name,Governance Score 2020-21,Governance Score 2022-23,Governance Score 2023-24,Classification 2020-21,Classification 2022-23,Classification 2023-24,Change Classification,Stock Performance 2019-20,Stock Performance 2020-21,Stock Performance 2021-22,Stock Performance 2022-23,Stock Performance 2023-24,Stock Performance 2019-2024,Stock Performance 2015-2024,All Time Performance,Comparison 2019-20,Comparison 2020-21,Comparison 2021-22,Comparison 2022-23,Comparison 2023-24,Comparison 2019-2024,Comparison 2015-2024,All Time Comparison,Average Classification,Short Term Performance,Long Term Performance,Company Name Original,Ticker,Macro-Economic Sector,Sector,Industry,Basic Industry
889,newdelhitelevisionltd,,,31.6,,,Strong,Not Enough Data,-28.41%,146.51%,263.49%,-15.64%,6.04%,492.26%,90.11%,114.41%,Worse,Better,Better,Worse,Worse,Better,Worse,Data Not Available,Strong,Worse,Worse,new delhi television limited,NDTV,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
890,newgensoftwaretechnologiesltd,,,34.7,,,Strong,Not Enough Data,-65.39%,191.02%,64.70%,-11.65%,254.60%,439.02%,565.97%,565.97%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Strong,Better,Better,newgen software technologies limited,NEWGEN,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
891,nglfine-chemltd,,,22.3,,,Adequate,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,-35.70%,67.88%,12.14%,12.14%,12.14%,Data Not Available,Data Not Available,Data Not Available,Worse,Better,Worse,Worse,Data Not Available,Adequate,Better,Worse,ngl fine-chem limited,NGLFINE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
892,niitltd,,,42.6,,,Strong,Not Enough Data,4.49%,140.17%,321.54%,-36.75%,-67.63%,39.27%,225.75%,600.70%,Better,Better,Better,Worse,Worse,Worse,Better,Data Not Available,Strong,Better,Better,niit limited,NIITLTD,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
893,nitinspinnersltd,,,24.4,,,Adequate,Not Enough Data,-65.65%,219.81%,177.14%,-14.50%,54.60%,316.72%,1168.89%,1359.69%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Adequate,Better,Better,nitin spinners limited,NITINSPIN,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
894,nocilltd,,,17.1,,,Weak,Not Enough Data,-50.85%,229.41%,49.26%,-4.85%,19.92%,93.09%,738.44%,3081.41%,Worse,Better,Better,Worse,Worse,Worse,Better,Data Not Available,Weak,Worse,Better,nocil limited,NOCIL,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
895,nrbbearingltd,,,19.8,,,Below Average,Not Enough Data,-68.56%,79.77%,3.00%,14.15%,108.12%,49.00%,125.27%,29945.98%,Worse,Worse,Worse,Better,Better,Worse,Worse,Data Not Available,Below Average,Worse,Worse,nrb bearing limited,NRBBEARING,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
896,nucleussoftwareexportsltd,,,35.3,,,Strong,Not Enough Data,-45.50%,165.97%,-17.39%,47.73%,90.46%,275.45%,738.02%,6910.34%,Worse,Better,Worse,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,nucleus software exports limited,NUCLEUS,Information Technology,Information Technology,IT - Software,Software Products
897,nurecaltd,,,24.8,,,Adequate,Not Enough Data,Data Not Available,-6.92%,112.65%,-78.74%,-19.02%,-60.33%,-60.33%,-60.33%,Data Not Available,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,nureca limited,NURECA,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
898,omaxeltd,,,38.4,,,Strong,Not Enough Data,-26.18%,-56.39%,13.65%,-41.91%,60.98%,-56.22%,-30.01%,-65.77%,Worse,Worse,Worse,Worse,Better,Worse,Worse,Data Not Available,Strong,Worse,Worse,omaxe limited,OMAXE,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
899,onmobilegloballtd,,,30.8,,,Strong,Not Enough Data,-62.06%,564.03%,12.67%,-50.13%,-6.83%,70.95%,-6.06%,-68.07%,Worse,Better,Worse,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,onmobile global limited,ONMOBILE,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services
900,optiemusinfracomltd,,,30.6,,,Strong,Not Enough Data,-83.12%,580.06%,119.03%,-33.86%,11.89%,167.83%,343.65%,343.65%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Strong,Worse,Better,optiemus infracom limited,OPTIEMUS,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
901,orientgreenpowercompanyltd,,,19.9,,,Below Average,Not Enough Data,-66.28%,68.00%,480.95%,-36.27%,134.79%,372.30%,40.06%,-54.57%,Worse,Worse,Better,Worse,Better,Better,Worse,Data Not Available,Below Average,Worse,Worse,orient green power company limited,GREENPOWER,Utilities,Power,Power,Power Generation
902,orientalcarbonandchemicalsltd,,,16.7,,,Weak,Not Enough Data,-49.47%,85.15%,-16.16%,-17.55%,-3.01%,-36.64%,36.67%,36.67%,Worse,Worse,Worse,Worse,Worse,Worse,Worse,Data Not Available,Weak,Worse,Worse,oriental carbon & chemicals limited,OCCL,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
903,orientalhotelsltd,,,35.9,,,Strong,Not Enough Data,-61.10%,46.23%,171.46%,34.82%,48.09%,164.11%,505.92%,2650.51%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,oriental hotels limited,ORIENTHOT,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
904,oswalgreentechltd,,,33.5,,,Strong,Not Enough Data,-52.68%,159.42%,34.60%,-7.57%,70.18%,93.87%,52.50%,284.11%,Worse,Better,Better,Worse,Better,Worse,Worse,Data Not Available,Strong,Better,Worse,oswal greentech limited,OSWALGREEN,Financial Services,Financial Services,Finance,Investment Company
905,paisalodigitalltd,,,29.0,,,Strong,Not Enough Data,-45.70%,365.46%,2.84%,-17.07%,112.97%,305.80%,302.50%,2606.48%,Worse,Better,Worse,Worse,Better,Better,Better,Data Not Available,Strong,Worse,Better,paisalo digital limited,PAISALO,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
906,panaceabiotecltd,,,19.4,,,Below Average,Not Enough Data,-41.39%,116.69%,-22.02%,-40.03%,8.77%,-23.27%,31.22%,339.40%,Worse,Better,Worse,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,panacea biotec limited,PANACEABIO,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
907,panamapetrochemltd,,,18.5,,,Weak,Not Enough Data,-76.59%,445.80%,75.46%,8.31%,17.75%,202.03%,1350.15%,1935.38%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Weak,Better,Better,panama petrochem limited,PANAMAPET,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
908,paradeepphosphatesltd,,,15.2,,,Weak,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,14.81%,32.94%,52.32%,52.32%,52.32%,Data Not Available,Data Not Available,Data Not Available,Better,Worse,Worse,Worse,Data Not Available,Weak,Better,Worse,paradeep phosphates limited,PARADEEP,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
909,paragmilkfoodsltd,,,18.8,,,Weak,Not Enough Data,-74.97%,101.47%,-3.61%,-29.37%,176.28%,-17.79%,-14.15%,-14.15%,Worse,Better,Worse,Worse,Better,Worse,Worse,Data Not Available,Weak,Worse,Worse,parag milk foods limited,PARAGMILK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
910,parasdefenceandspacetechnologiesltd,,,28.3,,,Adequate,Not Enough Data,Data Not Available,Data Not Available,27.06%,-27.82%,28.27%,24.24%,24.24%,24.24%,Data Not Available,Data Not Available,Better,Worse,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,paras defence and space technologies limited,PARAS,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
911,parsvnathdevelopersltd,,,42.9,,,Strong,Not Enough Data,-81.48%,510.71%,52.28%,-57.63%,120.14%,126.67%,-21.54%,-93.99%,Worse,Better,Better,Worse,Better,Better,Worse,Data Not Available,Strong,Better,Worse,parsvnath developers limited,PARSVNATH,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
912,patelengineeringltd,,,25.2,,,Adequate,Not Enough Data,-56.50%,41.82%,94.12%,-33.09%,281.88%,202.16%,2.55%,-34.60%,Worse,Worse,Better,Worse,Better,Better,Worse,Data Not Available,Adequate,Worse,Worse,patel engineering limited,PATELENG,Industrials,Construction,Construction,Civil Construction
913,pcjewellerltd,,,20.8,,,Below Average,Not Enough Data,-85.80%,232.52%,-25.75%,30.49%,102.26%,-33.29%,-67.46%,-23.21%,Worse,Better,Worse,Better,Better,Worse,Worse,Data Not Available,Below Average,Better,Worse,pc jeweller limited,PCJEWELLER,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
914,pcblltd,,,20.0,,,Below Average,Not Enough Data,-62.73%,229.55%,24.87%,12.12%,142.19%,267.49%,3023.52%,17919.96%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,pcbl limited,PCBL,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black
915,pdsltd,,,34.1,,,Strong,Not Enough Data,7.63%,152.61%,163.36%,-5.72%,42.27%,844.54%,1482.88%,942.59%,Better,Better,Better,Worse,Better,Better,Better,Data Not Available,Strong,Better,Better,pds limited,PDSL,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
916,pearlglobalindustriesltd,,,27.0,,,Adequate,Not Enough Data,-35.62%,83.48%,150.01%,-2.96%,166.66%,568.14%,402.28%,170.91%,Worse,Worse,Better,Worse,Better,Better,Better,Data Not Available,Adequate,Worse,Better,pearl global industries limited,PGIL,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
917,pgelectroplastltd,,,18.7,,,Weak,Not Enough Data,-68.62%,1116.59%,79.83%,85.89%,26.00%,1831.44%,1372.75%,300.19%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Weak,Better,Better,pg electroplast limited,PGEL,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
918,pilaniinvestmentandindustriescorporationltd,,,31.6,,,Strong,Not Enough Data,-47.31%,141.04%,2.16%,-4.95%,100.81%,132.47%,271.28%,146.34%,Worse,Better,Worse,Worse,Better,Better,Better,Data Not Available,Strong,Worse,Better,pilani investment and industries corporation limited,PILANIINVS,Financial Services,Financial Services,Finance,Holding Company
919,pittiengineeringltd,,,18.8,,,Weak,Not Enough Data,-58.69%,217.42%,361.24%,-4.03%,174.50%,1418.33%,1240.09%,2232.46%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Weak,Better,Better,pitti engineering limited,PITTIENG,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
920,pixtransmissionsltd,,,16.6,,,Weak,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,-24.02%,77.41%,34.14%,34.14%,34.14%,Data Not Available,Data Not Available,Data Not Available,Worse,Better,Worse,Worse,Data Not Available,Weak,Better,Worse,pix transmissions limited,PIXTRANS,Industrials,Capital Goods,Industrial Products,Rubber
921,plastiblendsindialtd,,,18.8,,,Weak,Not Enough Data,-39.92%,119.77%,-15.04%,-29.04%,55.91%,31.34%,168.75%,702.24%,Worse,Better,Worse,Worse,Better,Worse,Better,Data Not Available,Weak,Worse,Better,plastiblends india limited,PLASTIBLEN,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
922,pnbgiltsltd,,,32.8,,,Strong,Not Enough Data,-19.94%,171.15%,26.45%,-1.70%,87.99%,407.69%,513.37%,1998.45%,Better,Better,Better,Worse,Better,Better,Better,Data Not Available,Strong,Better,Better,pnb gilts limited,PNBGILTS,Financial Services,Financial Services,Finance,Investment Company
923,polyplexcorporationltd,,,19.8,,,Below Average,Not Enough Data,-35.00%,252.01%,210.20%,-47.58%,-38.74%,122.98%,589.27%,10083.02%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,polyplex corporation limited,POLYPLEX,Industrials,Capital Goods,Industrial Products,Packaging
924,powermechprojectsltd,,,28.1,,,Adequate,Not Enough Data,-66.51%,72.22%,55.66%,179.54%,124.33%,420.29%,762.74%,762.74%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,power mech projects limited,POWERMECH,Industrials,Construction,Construction,Civil Construction
925,prakashindustriesltd,,,12.6,,,Weak,Not Enough Data,-74.68%,271.93%,13.18%,-29.45%,225.34%,115.85%,426.60%,4174.21%,Worse,Better,Worse,Worse,Better,Better,Better,Data Not Available,Weak,Worse,Better,prakash industries limited,PRAKASH,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
926,prataapsnacksltd,,,20.3,,,Below Average,Not Enough Data,-44.83%,7.36%,9.17%,5.59%,29.57%,1.64%,-22.25%,-22.25%,Worse,Worse,Worse,Better,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,prataap snacks limited,DIAMONDYD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
927,precisioncamshaftsltd,,,19.2,,,Below Average,Not Enough Data,-56.34%,65.42%,229.29%,-30.39%,118.76%,256.04%,25.24%,25.24%,Worse,Worse,Better,Worse,Better,Better,Worse,Data Not Available,Below Average,Worse,Worse,precision camshafts limited,PRECAM,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
928,precisionwiresindialtd,,,21.0,,,Below Average,Not Enough Data,-66.15%,182.13%,102.14%,17.67%,115.18%,405.67%,1941.87%,18304.60%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,precision wires india limited,PRECWIRE,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products
929,pricolltd,,,19.7,,,Below Average,Not Enough Data,-2.41%,160.30%,104.64%,73.14%,107.68%,1071.20%,1504.70%,12507.83%,Better,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,pricol limited,PRICOLLTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
930,ptcindiafinancialservicesltd,,,23.0,,,Adequate,Not Enough Data,-48.08%,148.85%,-17.02%,-24.02%,204.10%,179.15%,-2.73%,134.96%,Worse,Better,Worse,Worse,Better,Better,Worse,Data Not Available,Adequate,Worse,Worse,ptc india financial services limited,PFS,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
931,ptcindialtd,,,22.3,,,Adequate,Not Enough Data,-45.63%,170.83%,10.37%,12.49%,120.27%,261.39%,312.46%,775.73%,Worse,Better,Worse,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,ptc india limited,PTC,Utilities,Power,Power,Power Trading
932,punjabchemicalsandcropprotectionltd,,,14.7,,,Weak,Not Enough Data,-55.00%,187.30%,61.90%,-38.65%,14.21%,44.18%,600.32%,654.75%,Worse,Better,Better,Worse,Worse,Worse,Better,Data Not Available,Weak,Worse,Better,punjab chemicals and crop protection limited,PUNJABCHEM,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
933,puravankaraltd,,,20.0,,,Below Average,Not Enough Data,-54.93%,123.64%,39.93%,-40.13%,186.06%,186.77%,280.50%,-23.14%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,puravankara limited,PURVA,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
934,pvrltd,,,38.0,,,Strong,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Strong,Worse,Worse,pvr limited,,,,,
935,rsystemsinternationalltd,,,30.5,,,Strong,Not Enough Data,67.77%,31.62%,131.73%,-8.73%,77.60%,866.35%,593.15%,3048.47%,Better,Worse,Better,Worse,Better,Better,Better,Data Not Available,Strong,Better,Better,r systems international limited,RSYSTEMS,Information Technology,Information Technology,IT - Services,IT Enabled Services
936,rachanainfrastructureltd,,,22.4,,,Adequate,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Adequate,Worse,Worse,rachana infrastructure limited,,,,,
937,rajratanglobalwireltd,,,18.3,,,Weak,Not Enough Data,Data Not Available,320.36%,209.86%,41.09%,-24.86%,1474.27%,1474.27%,1474.27%,Data Not Available,Better,Better,Better,Worse,Better,Better,Data Not Available,Weak,Better,Better,rajratan global wire limited,RAJRATAN,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
938,ramasteeltubesltd,,,19.6,,,Below Average,Not Enough Data,-81.66%,240.39%,352.34%,107.68%,46.44%,944.11%,1564.16%,1564.16%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,rama steel tubes limited,RAMASTEEL,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
939,ramcoindustriesltd,,,20.5,,,Below Average,Not Enough Data,-44.36%,95.56%,-18.26%,-43.49%,60.84%,-0.63%,206.14%,3828.06%,Worse,Better,Worse,Worse,Better,Worse,Better,Data Not Available,Below Average,Worse,Better,ramco industries limited,RAMCOIND,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
940,ramcosystemsltd,,,33.4,,,Strong,Not Enough Data,-70.44%,640.63%,-54.35%,-35.51%,27.22%,6.71%,-59.59%,97.79%,Worse,Better,Worse,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,ramco systems limited,RAMCOSYS,Information Technology,Information Technology,IT - Software,Software Products
941,ramkrishnaforgingsltd,,,17.9,,,Weak,Not Enough Data,-70.46%,238.78%,55.52%,67.08%,155.43%,577.40%,783.82%,10045.40%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,ramkrishna forgings limited,RKFORGE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
942,ramkyinfrastructureltd,,,22.9,,,Adequate,Not Enough Data,-80.42%,355.88%,110.07%,61.13%,78.28%,348.57%,1202.41%,27.12%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,ramky infrastructure limited,RAMKY,Industrials,Construction,Construction,Civil Construction
943,ranebrakeliningltd,,,18.7,,,Weak,Not Enough Data,-42.33%,153.43%,-20.01%,-5.77%,16.74%,30.88%,177.59%,515.13%,Worse,Better,Worse,Worse,Worse,Worse,Better,Data Not Available,Weak,Worse,Better,rane brake lining limited,RBL,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
944,raneholdingsltd,,,37.8,,,Strong,Not Enough Data,-72.59%,83.33%,-5.60%,48.54%,30.84%,-3.11%,102.09%,3949.77%,Worse,Worse,Worse,Better,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,rane holdings limited,RANEHOLDIN,Financial Services,Financial Services,Finance,Holding Company
945,rategaintraveltechnologiesltd,,,34.3,,,Strong,Not Enough Data,Data Not Available,Data Not Available,-1.75%,-0.98%,115.45%,110.82%,110.82%,110.82%,Data Not Available,Data Not Available,Worse,Worse,Better,Better,Worse,Data Not Available,Strong,Worse,Worse,rategain travel technologies limited,RATEGAIN,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
946,rattanindiapowerltd,,,18.6,,,Weak,Not Enough Data,-51.79%,64.52%,105.77%,-48.70%,157.81%,194.64%,-10.33%,-79.11%,Worse,Worse,Better,Worse,Better,Better,Worse,Data Not Available,Weak,Worse,Worse,rattanindia power limited,RTNPOWER,Utilities,Power,Power,Integrated Power Utilities
947,recltd,,,26.8,,,Adequate,Not Enough Data,-32.19%,76.05%,-3.64%,38.46%,304.05%,550.02%,659.85%,2625.49%,Worse,Worse,Worse,Better,Better,Better,Better,Data Not Available,Adequate,Worse,Better,rec limited,RECLTD,Financial Services,Financial Services,Finance,Financial Institution
